Common Names,Assessment Category,Species ID,Scientific Name,Class,Population Trend,Native
"Saker, Saker Falcon",EN,106003619,Falco cherrug,AVES,decreasing,Saudi Arabia: 23.88594 45.07916
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Saudi Arabia: 23.88594 45.07916
White-backed Vulture,EN,106003373,Gyps africanus,AVES,decreasing,Senegal: 14.49740 -14.45236
"Rueppell's Griffon, Rueppell's Vulture,  Ruppell's Vulture",EN,106003376,Gyps rueppellii,AVES,decreasing,Senegal: 14.49740 -14.45236
"African Wild Dog, Cape Hunting Dog, Painted Hunting Dog",EN,12436,Lycaon pictus,MAMMALIA,decreasing,Senegal: 14.49740 -14.45236
Hooded Vulture,EN,106003372,Necrosyrtes monachus,AVES,decreasing,Senegal: 14.49740 -14.45236
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Senegal: 14.49740 -14.45236
"Chimpanzee, Common Chimpanzee, Robust Chimpanzee",EN,15933,Pan troglodytes,MAMMALIA,decreasing,Senegal: 14.49740 -14.45236
"Bay Colobus, Red Colobus, West African Red Colobus, Western Red Colobus",EN,18240,Procolobus badius,MAMMALIA,decreasing,Senegal: 14.49740 -14.45236
Slender-billed Curlew,CR,106003011,Numenius tenuirostris,AVES,decreasing,Serbia: 44.01652 21.00586
"Lesser Blind Mole Rat, Lesser Mole Rat",DD,14328,Spalax leucodon,MAMMALIA,decreasing,Serbia: 44.01652 21.00586
Red-breasted Goose,EN,100600387,Branta ruficollis,AVES,decreasing,Serbia: 44.01652 21.00586
"Saker, Saker Falcon",EN,106003619,Falco cherrug,AVES,decreasing,Serbia: 44.01652 21.00586
Velvet Scoter,EN,139471541,Melanitta fusca,AVES,decreasing,Serbia: 44.01652 21.00586
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Serbia: 44.01652 21.00586
"Madagascar Pond-heron, Madagascar Pond-Heron, Madagascar Squacco Heron, Malagasy Pond Heron",EN,106003735,Ardeola idae,AVES,decreasing,Seychelles: -4.67957 55.49198
"Seychelles Magpie-robin, Seychelles Magpie-Robin",EN,106006638,Copsychus sechellarum,AVES,increasing,Seychelles: -4.67957 55.49198
White-headed Duck,EN,168120,Pachnodus fregatensis,GASTROPODA,unknown,Seychelles: -4.67957 55.49198
Madagascar Sacred Ibis,EN,160031501,Threskiornis bernieri,AVES,decreasing,Seychelles: -4.67957 55.49198
"Emerald Starling, Iris Glossy-Starling",DD,106006770,Coccycolius iris,AVES,unknown,Sierra Leone: 8.46055 -11.77989
Jentink's Duiker,EN,4140,Cephalophus jentinki,MAMMALIA,decreasing,Sierra Leone: 8.46055 -11.77989
Pygmy Hippopotamus,EN,10032,Choeropsis liberiensis,MAMMALIA,decreasing,Sierra Leone: 8.46055 -11.77989
White-backed Vulture,EN,106003373,Gyps africanus,AVES,decreasing,Sierra Leone: 8.46055 -11.77989
"Baer's Hylomyscus, Baer's Wood Mouse",EN,10591,Hylomyscus baeri,MAMMALIA,decreasing,Sierra Leone: 8.46055 -11.77989
Hooded Vulture,EN,106003372,Necrosyrtes monachus,AVES,decreasing,Sierra Leone: 8.46055 -11.77989
"Chimpanzee, Common Chimpanzee, Robust Chimpanzee",EN,15933,Pan troglodytes,MAMMALIA,decreasing,Sierra Leone: 8.46055 -11.77989
"Bay Colobus, Red Colobus, West African Red Colobus, Western Red Colobus",EN,18240,Procolobus badius,MAMMALIA,decreasing,Sierra Leone: 8.46055 -11.77989
"Spoon-billed Sandpiper, Spoonbill Sandpiper",CR,106003060,Eurynorhynchus pygmeus,AVES,decreasing,Singapore: 1.35208 103.81984
"Andrews' Frigatebird, Christmas Frigatebird, Christmas Island Frigatebird",CR,106003847,Fregata andrewsi,AVES,decreasing,Singapore: 1.35208 103.81984
"Asian Finfoot, Masked Finfoot",EN,106002801,Heliopais personatus,AVES,decreasing,Singapore: 1.35208 103.81984
"Malayan Pangolin, Sunda Pangolin",EN,12763,Manis javanica,MAMMALIA,decreasing,Singapore: 1.35208 103.81984
"Nordmann's Greenshank,  Spotted Greenshank",EN,106003020,Tringa guttifer,AVES,decreasing,Singapore: 1.35208 103.81984
"Saker, Saker Falcon",EN,106003619,Falco cherrug,AVES,decreasing,Slovakia: 48.66903 19.69902
Velvet Scoter,EN,139471541,Melanitta fusca,AVES,decreasing,Slovakia: 48.66903 19.69902
Velvet Scoter,EN,139471541,Melanitta fusca,AVES,decreasing,Slovenia: 46.15124 14.99546
"Makira Moorhen, Makira Woodhen, San Cristobal Moorhen, San Cristobal Mountain Rail",CR,106002934,Gallinula silvestris,AVES,unknown,Solomon Islands: -9.64571 160.15619
Greater Monkey-faced Bat,CR,136587,Pteralopex flanneryi,MAMMALIA,decreasing,Solomon Islands: -9.64571 160.15619
"Poncelet's Giant Rat, Poncelet's Naked-tailed Rat",CR,20333,Solomys ponceleti,MAMMALIA,decreasing,Solomon Islands: -9.64571 160.15619
White-eyed Starling,EN,106006755,Aplonis brunneicapillus,AVES,decreasing,Solomon Islands: -9.64571 160.15619
"Santa Cruz Ground-dove, Santa Cruz Ground Dove, Santa Cruz Ground-Dove",EN,106002617,Gallicolumba sanctaecrucis,AVES,decreasing,Solomon Islands: -9.64571 160.15619
Bougainville Monkey-faced Bat,EN,18656,Pteralopex anceps,MAMMALIA,decreasing,Solomon Islands: -9.64571 160.15619
"Cusp-toothed Flying Fox, Cusp-toothed Fruit Bat, Cusp-toothed Monkey-faced Bat, Guadalcanal Monkey-faced Bat",EN,18657,Pteralopex atrata,MAMMALIA,decreasing,Solomon Islands: -9.64571 160.15619
"New Georgia Monkey-faced Bat, New Georgian Monkey-faced Bat",EN,29473,Pteralopex taki,MAMMALIA,decreasing,Solomon Islands: -9.64571 160.15619
Makira Flying Fox,EN,136397,Pteropus cognatus,MAMMALIA,decreasing,Solomon Islands: -9.64571 160.15619
Temotu Flying Fox,EN,18744,Pteropus nitendiensis,MAMMALIA,decreasing,Solomon Islands: -9.64571 160.15619
"Bougainville Giant Rat, Bougainville Naked-tailed Rat",EN,20335,Solomys salebrosus,MAMMALIA,decreasing,Solomon Islands: -9.64571 160.15619
"Isabel Giant Rat, Isabel Naked-tailed Rat",EN,20336,Solomys sapientis,MAMMALIA,decreasing,Solomon Islands: -9.64571 160.15619
"Hirola, Hunter's Antelope",CR,6234,Beatragus hunteri,MAMMALIA,decreasing,Somalia: 5.15215 46.19962
"African Ass, African Wild Ass, Ass",CR,7949,Equus africanus,MAMMALIA,decreasing,Somalia: 5.15215 46.19962
Silver Dik-dik,DD,12667,Madoqua piacentinii,MAMMALIA,decreasing,Somalia: 5.15215 46.19962
Speke's Gazelle,EN,8975,Gazella spekei,MAMMALIA,decreasing,Somalia: 5.15215 46.19962
White-backed Vulture,EN,106003373,Gyps africanus,AVES,decreasing,Somalia: 5.15215 46.19962
"Rueppell's Griffon, Rueppell's Vulture,  Ruppell's Vulture",EN,106003376,Gyps rueppellii,AVES,decreasing,Somalia: 5.15215 46.19962
Ash's Lark,EN,106008103,Mirafra ashi,AVES,decreasing,Somalia: 5.15215 46.19962
Hooded Vulture,EN,106003372,Necrosyrtes monachus,AVES,decreasing,Somalia: 5.15215 46.19962
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Somalia: 5.15215 46.19962
"Bushman Hare, Riverine Rabbit",CR,3326,Bunolagus monticularis,MAMMALIA,decreasing,South Africa: -30.55948 22.93751
"Black Rhinoceros, Hook-lipped Rhinoceros",CR,6557,Diceros bicornis,MAMMALIA,increasing,South Africa: -30.55948 22.93751
Tristan Albatross,CR,160030013,Diomedea dabbenena,AVES,decreasing,South Africa: -30.55948 22.93751
"Grey Crowned-crane, Grey Crowned Crane, Grey Crowned-Crane, Southern Crowned Crane",EN,106002785,Balearica regulorum,AVES,decreasing,South Africa: -30.55948 22.93751
Dwarf Karoo Girdled Lizard,EN,177543,Cordylus aridus,REPTILIA,unknown,South Africa: -30.55948 22.93751
Northern Royal Albatross,EN,160030005,Diomedea sanfordi,AVES,decreasing,South Africa: -30.55948 22.93751
White-backed Vulture,EN,106003373,Gyps africanus,AVES,decreasing,South Africa: -30.55948 22.93751
"African Wild Dog, Cape Hunting Dog, Painted Hunting Dog",EN,12436,Lycaon pictus,MAMMALIA,decreasing,South Africa: -30.55948 22.93751
Hooded Vulture,EN,106003372,Necrosyrtes monachus,AVES,decreasing,South Africa: -30.55948 22.93751
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,South Africa: -30.55948 22.93751
Ludwig's Bustard,EN,106002762,Neotis ludwigii,AVES,decreasing,South Africa: -30.55948 22.93751
"Dark-mantled Sooty Albatross, Sooty Albatross",EN,106003967,Phoebetria fusca,AVES,decreasing,South Africa: -30.55948 22.93751
Atlantic Petrel,EN,106003909,Pterodroma incerta,AVES,decreasing,South Africa: -30.55948 22.93751
"African Penguin, Black-footed Penguin, Jackass Penguin",EN,106003861,Spheniscus demersus,AVES,decreasing,South Africa: -30.55948 22.93751
"Atlantic Yellow-nosed Albatross, Yellow-nosed Albatross",EN,106003965,Thalassarche chlororhynchos,AVES,decreasing,South Africa: -30.55948 22.93751
Northern Royal Albatross,EN,160030005,Diomedea sanfordi,AVES,decreasing,South Georgia and the South Sandwich Islands: -54.42958 -36.58791
"Spoon-billed Sandpiper, Spoonbill Sandpiper",CR,106003060,Eurynorhynchus pygmeus,AVES,decreasing,South Korea: 35.90776 127.76692
"Japanese White Stork, Oriental Stork, Oriental White Stork",EN,106003836,Ciconia boyciana,AVES,decreasing,South Korea: 35.90776 127.76692
"Japanese Night-heron, Japanese Night Heron, Japanese Night-Heron",EN,106003746,Gorsachius goisagi,AVES,decreasing,South Korea: 35.90776 127.76692
"Japanese Crane, Manchurian Crane, Red-crowned Crane",EN,106002798,Grus japonensis,AVES,decreasing,South Korea: 35.90776 127.76692
"Chinese Merganser, Scaly-sided Merganser",EN,100600501,Mergus squamatus,AVES,decreasing,South Korea: 35.90776 127.76692
"Nordmann's Greenshank,  Spotted Greenshank",EN,106003020,Tringa guttifer,AVES,decreasing,South Korea: 35.90776 127.76692
"Saker, Saker Falcon",EN,106003619,Falco cherrug,AVES,decreasing,South Sudan: 7.96309 30.15893
White-backed Vulture,EN,106003373,Gyps africanus,AVES,decreasing,South Sudan: 7.96309 30.15893
"Rueppell's Griffon, Rueppell's Vulture,  Ruppell's Vulture",EN,106003376,Gyps rueppellii,AVES,decreasing,South Sudan: 7.96309 30.15893
Hooded Vulture,EN,106003372,Necrosyrtes monachus,AVES,decreasing,South Sudan: 7.96309 30.15893
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,South Sudan: 7.96309 30.15893
"Iberian Lynx, Pardel Lynx, Spanish Lynx",CR,12520,Lynx pardinus,MAMMALIA,decreasing,Spain: 40.46367 -3.74922
European Mink,CR,14018,Mustela lutreola,MAMMALIA,decreasing,Spain: 40.46367 -3.74922
Balearic Shearwater,CR,160030026,Puffinus mauretanicus,AVES,decreasing,Spain: 40.46367 -3.74922
Lariang Tarsier,DD,156512,Theba andalusica,GASTROPODA,unknown,Spain: 40.46367 -3.74922
"Rueppell's Griffon, Rueppell's Vulture,  Ruppell's Vulture",EN,106003376,Gyps rueppellii,AVES,decreasing,Spain: 40.46367 -3.74922
"Malagasy Giant Jumping Rat, Malagasy Giant Rat",EN,184948,Iberus gualtieranus,GASTROPODA,decreasing,Spain: 40.46367 -3.74922
Velvet Scoter,EN,139471541,Melanitta fusca,AVES,decreasing,Spain: 40.46367 -3.74922
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Spain: 40.46367 -3.74922
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Spain: 40.46367 -3.74922
White-headed Duck,EN,100600359,Oxyura leucocephala,AVES,decreasing,Spain: 40.46367 -3.74922
Madeira Pipistrelle,EN,17315,Pipistrellus maderensis,MAMMALIA,decreasing,Spain: 40.46367 -3.74922
"Canary Big-eared Bat, Canary Long-eared Bat, Tenerife Long-eared Bat",EN,17602,Plecotus teneriffae,MAMMALIA,decreasing,Spain: 40.46367 -3.74922
Lilford's Wall Lizard,EN,17795,Podarcis lilfordi,REPTILIA,decreasing,Spain: 40.46367 -3.74922
"Udzungwa Forest-partridge, Udzungwa Forest Partridge, Uzungwa Francolin",EN,171973,Xerocrassa edmundi,GASTROPODA,unknown,Spain: 40.46367 -3.74922
"Udzungwa Forest-partridge, Udzungwa Forest Partridge, Uzungwa Francolin",EN,155358,Xerocrassa moraguesi,GASTROPODA,unknown,Spain: 40.46367 -3.74922
"Spoon-billed Sandpiper, Spoonbill Sandpiper",CR,106003060,Eurynorhynchus pygmeus,AVES,decreasing,Sri Lanka: 7.87305 80.77180
"Andrews' Frigatebird, Christmas Frigatebird, Christmas Island Frigatebird",CR,106003847,Fregata andrewsi,AVES,decreasing,Sri Lanka: 7.87305 80.77180
"Sociable Lapwing, Sociable Plover",CR,106003172,Vanellus gregarius,AVES,decreasing,Sri Lanka: 7.87305 80.77180
"Asian Elephant, Indian Elephant",EN,7140,Elephas maximus,MAMMALIA,decreasing,Sri Lanka: 7.87305 80.77180
"Red Slender Loris, Slender Loris",EN,12375,Loris tardigradus,MAMMALIA,decreasing,Sri Lanka: 7.87305 80.77180
Toque Macaque,EN,12560,Macaca sinica,MAMMALIA,decreasing,Sri Lanka: 7.87305 80.77180
Fishing Cat,EN,18150,Prionailurus viverrinus,MAMMALIA,decreasing,Sri Lanka: 7.87305 80.77180
"Purple-faced Langur, Purple-faced Leaf Monkey",EN,22042,Trachypithecus vetulus,MAMMALIA,decreasing,Sri Lanka: 7.87305 80.77180
"Sociable Lapwing, Sociable Plover",CR,106003172,Vanellus gregarius,AVES,decreasing,Sudan: 12.86281 30.21764
"Banded Skink, Peters' Banded Skink",DD,178691,Scincopus fasciatus,REPTILIA,unknown,Sudan: 12.86281 30.21764
"Saker, Saker Falcon",EN,106003619,Falco cherrug,AVES,decreasing,Sudan: 12.86281 30.21764
"Rhim, Slender-horned Gazelle",EN,8972,Gazella leptoceros,MAMMALIA,decreasing,Sudan: 12.86281 30.21764
White-backed Vulture,EN,106003373,Gyps africanus,AVES,decreasing,Sudan: 12.86281 30.21764
"Rueppell's Griffon, Rueppell's Vulture,  Ruppell's Vulture",EN,106003376,Gyps rueppellii,AVES,decreasing,Sudan: 12.86281 30.21764
Nile Lechwe,EN,11034,Kobus megaceros,MAMMALIA,decreasing,Sudan: 12.86281 30.21764
"African Wild Dog, Cape Hunting Dog, Painted Hunting Dog",EN,12436,Lycaon pictus,MAMMALIA,decreasing,Sudan: 12.86281 30.21764
Hooded Vulture,EN,106003372,Necrosyrtes monachus,AVES,decreasing,Sudan: 12.86281 30.21764
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Sudan: 12.86281 30.21764
"Chimpanzee, Common Chimpanzee, Robust Chimpanzee",EN,15933,Pan troglodytes,MAMMALIA,decreasing,Sudan: 12.86281 30.21764
"La Plata Otter, Long-tailed Otter, Neotropical Otter, Neotropical River Otter, South American River Otter",DD,12304,Lontra longicaudis,MAMMALIA,decreasing,Suriname: 3.91931 -56.02778
Red Brocket,DD,29619,Mazama americana,MAMMALIA,unknown,Suriname: 3.91931 -56.02778
"Giant Brazilian Otter, Giant Otter",EN,18711,Pteronura brasiliensis,MAMMALIA,decreasing,Suriname: 3.91931 -56.02778
"Grey Crowned-crane, Grey Crowned Crane, Grey Crowned-Crane, Southern Crowned Crane",EN,106002785,Balearica regulorum,AVES,decreasing,Swaziland: -26.52250 31.46587
White-backed Vulture,EN,106003373,Gyps africanus,AVES,decreasing,Swaziland: -26.52250 31.46587
Hooded Vulture,EN,106003372,Necrosyrtes monachus,AVES,decreasing,Swaziland: -26.52250 31.46587
Velvet Scoter,EN,139471541,Melanitta fusca,AVES,decreasing,Sweden: 60.12816 18.64350
"Valais Shrew, VALAIS SHREW",DD,136814,Sorex antinorii,MAMMALIA,unknown,Switzerland: 46.81819 8.22751
Velvet Scoter,EN,139471541,Melanitta fusca,AVES,decreasing,Switzerland: 46.81819 8.22751
"Sociable Lapwing, Sociable Plover",CR,106003172,Vanellus gregarius,AVES,decreasing,Syria: 34.80207 38.99681
"Bald Ibis, Hermit Ibis, Northern Bald Ibis, Waldrapp",CR,106003791,Geronticus eremita,AVES,decreasing,Syria: 34.80208 38.99681
"Saker, Saker Falcon",EN,106003619,Falco cherrug,AVES,decreasing,Syria: 34.80208 38.99681
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Syria: 34.80208 38.99681
White-headed Duck,EN,100600359,Oxyura leucocephala,AVES,decreasing,Syria: 34.80208 38.99681
"Spoon-billed Sandpiper, Spoonbill Sandpiper",CR,106003060,Eurynorhynchus pygmeus,AVES,decreasing,Taiwan: 23.69781 120.96052
"Chinese Crested Tern, Chinese Crested-Tern",CR,106003264,Sterna bernsteini,AVES,decreasing,Taiwan: 23.69781 120.96052
Hairy-footed Flying Squirrel,DD,2756,Belomys pearsonii,MAMMALIA,unknown,Taiwan: 23.69781 120.96052
"Japanese White Stork, Oriental Stork, Oriental White Stork",EN,106003836,Ciconia boyciana,AVES,decreasing,Taiwan: 23.69781 120.96052
"Japanese Night-heron, Japanese Night Heron, Japanese Night-Heron",EN,106003746,Gorsachius goisagi,AVES,decreasing,Taiwan: 23.69781 120.96052
Chinese Pangolin,EN,12764,Manis pentadactyla,MAMMALIA,decreasing,Taiwan: 23.69781 120.96052
"Chinese Merganser, Scaly-sided Merganser",EN,100600501,Mergus squamatus,AVES,decreasing,Taiwan: 23.69781 120.96052
"Nordmann's Greenshank,  Spotted Greenshank",EN,106003020,Tringa guttifer,AVES,decreasing,Taiwan: 23.69781 120.96052
"Sociable Lapwing, Sociable Plover",CR,106003172,Vanellus gregarius,AVES,decreasing,Tajikistan: 38.86103 71.27609
Markhor,EN,3787,Capra falconeri,MAMMALIA,decreasing,Tajikistan: 38.86103 71.27609
"Asiatic Wild Dog, Dhole, Indian Wild Dog, Red Dog",EN,5953,Cuon alpinus,MAMMALIA,decreasing,Tajikistan: 38.86103 71.27609
"Saker, Saker Falcon",EN,106003619,Falco cherrug,AVES,decreasing,Tajikistan: 38.86103 71.27609
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Tajikistan: 38.86103 71.27609
White-headed Duck,EN,100600359,Oxyura leucocephala,AVES,decreasing,Tajikistan: 38.86103 71.27609
"Ounce, Snow Leopard",EN,22732,Panthera uncia,MAMMALIA,decreasing,Tajikistan: 38.86103 71.27609
Aders' Duiker,CR,4137,Cephalophus adersi,MAMMALIA,decreasing,Tanzania: -6.36903 34.88882
"Black Rhinoceros, Hook-lipped Rhinoceros",CR,6557,Diceros bicornis,MAMMALIA,increasing,Tanzania: -6.36903 34.88882
"Turquoise Dwarf Gecko, Williams' Dwarf Gecko",CR,14665363,Lygodactylus williamsi,REPTILIA,decreasing,Tanzania: -6.36903 34.88882
Kipunji,CR,136791,Rungwecebus kipunji,MAMMALIA,decreasing,Tanzania: -6.36903 34.88882
"Madagascar Pond-heron, Madagascar Pond-Heron, Madagascar Squacco Heron, Malagasy Pond Heron",EN,106003735,Ardeola idae,AVES,decreasing,Tanzania: -6.36903 34.88882
"Grey Crowned-crane, Grey Crowned Crane, Grey Crowned-Crane, Southern Crowned Crane",EN,106002785,Balearica regulorum,AVES,decreasing,Tanzania: -6.36903 34.88882
"Abbott's Duiker, Minde",EN,4151,Cephalophus spadix,MAMMALIA,decreasing,Tanzania: -6.36903 34.88882
"Sanje Crested Mangabey, Sanje Mangabey, Sanje River Mangabey",EN,4203,Cercocebus sanjei,MAMMALIA,decreasing,Tanzania: -6.36903 34.88882
White-backed Vulture,EN,106003373,Gyps africanus,AVES,decreasing,Tanzania: -6.36903 34.88882
"Rueppell's Griffon, Rueppell's Vulture,  Ruppell's Vulture",EN,106003376,Gyps rueppellii,AVES,decreasing,Tanzania: -6.36903 34.88882
"African Wild Dog, Cape Hunting Dog, Painted Hunting Dog",EN,12436,Lycaon pictus,MAMMALIA,decreasing,Tanzania: -6.36903 34.88882
Hooded Vulture,EN,106003372,Necrosyrtes monachus,AVES,decreasing,Tanzania: -6.36903 34.88882
"Egyptian Eagle, Egyptian Vulture",EN,106003371,Neophron percnopterus,AVES,decreasing,Tanzania: -6.36903 34.88882
"Chimpanzee, Common Chimpanzee, Robust Chimpanzee",EN,15933,Pan troglodytes,MAMMALIA,decreasing,Tanzania: -6.36903 34.88882
"Udzungwa Red Colobus, Uhehe Red Colobus",EN,40015,Procolobus gordonorum,MAMMALIA,decreasing,Tanzania: -6.36903 34.88882
"Kirk's Red Colobus, Zanzibar Red Colobus",EN,39992,Procolobus kirkii,MAMMALIA,decreasing,Tanzania: -6.36903 34.88882
"Rosette-nosed Chameleon, Rosette-nosed Pygmy Chameleon",EN,176323,Rhampholeon spinosus,REPTILIA,unknown,Tanzania: -6.36903 34.88882
"Udzungwa Forest-partridge, Udzungwa Forest Partridge, Uzungwa Francolin",EN,100600187,Xenoperdix udzungwensis,AVES,stable,Tanzania: -6.36903 34.88882
Siamese Crocodile,CR,5671,Crocodylus siamensis,REPTILIA,decreasing,Thailand: 15.87003 100.99254
"White-eyed River-martin, White-eyed River-Martin",CR,106007077,Eurochelidon sirintarae,AVES,decreasing,Thailand: 15.87003 100.99254
"Spoon-billed Sandpiper, Spoonbill Sandpiper",CR,106003060,Eurynorhynchus pygmeus,AVES,decreasing,Thailand: 15.87003 100.99254
"Andrews' Frigatebird, Christmas Frigatebird, Christmas Island Frigatebird",CR,106003847,Fregata andrewsi,AVES,decreasing,Thailand: 15.87003 100.99254
"Asian White-backed Vulture, Oriental White-backed Vulture, White-backed Vulture, White-rumped Vulture",CR,106003374,Gyps bengalensis,AVES,decreasing,Thailand: 15.87003 100.99254
"Indian Black Vulture, Pondicherry Vulture, Red-headed Vulture",CR,106003383,Sarcogyps calvus,AVES,decreasing,Thailand: 15.87003 100.99254
"Chinese Crested Tern, Chinese Crested-Tern",CR,106003264,Sterna bernsteini,AVES,decreasing,Thailand: 15.87003 100.99254
Hairy-footed Flying Squirrel,DD,2756,Belomys pearsonii,MAMMALIA,unknown,Thailand: 15.87003 100.99254
"Audebert's Brown Lemur, Red Brown Lemur, Red-fronted Brown Lemur",DD,58287,Fejervarya raja,AMPHIBIA,unknown,Thailand: 15.87003 100.99254
Cardamom Mountains Wolf Snake,DD,192088,Lycodon cardamomensis,REPTILIA,unknown,Thailand: 15.87003 100.99254
"Burmese Ferret-badger, Large-toothed Ferret-badger, Large-toothed Ferret Badger",DD,41627,Melogale personata,MAMMALIA,unknown,Thailand: 15.87003 100.99254
Fea's Muntjac,DD,13927,Muntiacus feae,MAMMALIA,unknown,Thailand: 15.87003 100.99254
"Annam Black Muntjac, Annamite Dark Muntjac, Annamite Muntjac, Pygmy Muntjac, Truongson Muntjac, Truong Son Muntjac",DD,58421,Nanorana bourreti,AMPHIBIA,unknown,Thailand: 15.87003 100.99254
La Touche's Free-tailed Bat,DD,40036,Tadarida latouchei,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
"Barbe's Langur,  Tenasserim Lutung",DD,41554,Trachypithecus barbei,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
"Williamson's Chevrotain, Williamson's Mousedeer",DD,136533,Tragulus williamsoni,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
"Banteng, Tembadau",EN,2888,Bos javanicus,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
"Asian Buffalo, Asiatic Buffalo, Indian Buffalo, Indian Water Buffalo, Water Buffalo, Wild Asian Buffalo, Wild Water Buffalo",EN,3129,Bubalus arnee,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
"White-winged Duck, White-winged Wood Duck",EN,100600410,Cairina scutulata,AVES,decreasing,Thailand: 15.87003 100.99254
Storm's Stork,EN,106003833,Ciconia stormi,AVES,decreasing,Thailand: 15.87003 100.99254
Kanburi Pit Viper,EN,192181,Cryptelytrops kanburiensis,REPTILIA,unknown,Thailand: 15.87003 100.99254
"Asiatic Wild Dog, Dhole, Indian Wild Dog, Red Dog",EN,5953,Cuon alpinus,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
"Otter-civet, Otter Civet, Sunda Otter Civet",EN,6082,Cynogale bennettii,MAMMALIA,unknown,Thailand: 15.87003 100.99254
"Asian Elephant, Indian Elephant",EN,7140,Elephas maximus,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
"Asian Finfoot, Masked Finfoot",EN,106002801,Heliopais personatus,AVES,decreasing,Thailand: 15.87003 100.99254
"Thailand Leaf-nosed Bat, Thailand Roundleaf Bat",EN,10137,Hipposideros halophyllus,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
"Agile Gibbon, Dark-handed Gibbon",EN,10543,Hylobates agilis,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
"Common Gibbon, Lar Gibbon, White-handed Gibbon",EN,10548,Hylobates lar,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
"Capped Gibbon, Crowned Gibbon, Pileated Gibbon",EN,10552,Hylobates pileatus,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
Greater Adjutant,EN,106003842,Leptoptilos dubius,AVES,decreasing,Thailand: 15.87003 100.99254
Hairy-nosed Otter,EN,12421,Lutra sumatrana,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
"Malayan Pangolin, Sunda Pangolin",EN,12763,Manis javanica,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
Chinese Pangolin,EN,12764,Manis pentadactyla,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
"Chinese Merganser, Scaly-sided Merganser",EN,100600501,Mergus squamatus,AVES,decreasing,Thailand: 15.87003 100.99254
Tiger,EN,15955,Panthera tigris,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
"Green-necked Peafowl, Green Peafowl",EN,100600286,Pavo muticus,AVES,decreasing,Thailand: 15.87003 100.99254
Gurney's Pitta,EN,106004003,Pitta gurneyi,AVES,decreasing,Thailand: 15.87003 100.99254
Flat-headed Cat,EN,18148,Prionailurus planiceps,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
Fishing Cat,EN,18150,Prionailurus viverrinus,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
Black-bellied Tern,EN,106003284,Sterna acuticauda,AVES,decreasing,Thailand: 15.87003 100.99254
Siamang,EN,39779,Symphalangus syndactylus,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
"Asian Tapir, Indian Tapir, Malayan Tapir, Malay Tapir",EN,21472,Tapirus indicus,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
"Indochinese Lutung, Indochinese Silvered Langur",EN,39874,Trachypithecus germaini,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
"Phayre's Langur,  Phayre's Leaf Monkey",EN,22040,Trachypithecus phayrei,MAMMALIA,decreasing,Thailand: 15.87003 100.99254
"Nordmann's Greenshank,  Spotted Greenshank",EN,106003020,Tringa guttifer,AVES,decreasing,Thailand: 15.87003 100.99254
Black-capped Petrel,EN,106003911,Pterodroma hasitata,AVES,decreasing,The Bahamas: 25.03428 -77.39628
White-backed Vulture,EN,106003373,Gyps africanus,AVES,decreasing,The Gambia: 13.44318 -15.31014
"Rueppell's Griffon, Rueppell's Vulture,  Ruppell's Vulture",EN,106003376,Gyps rueppellii,AVES,decreasing,The Gambia: 13.44318 -15.31014
